Fecha,Hora,Noroeste ozono,Noroeste dióxido de azufre,Noroeste dióxido de nitrógeno,Noroeste monóxido de carbono,Noroeste PM10,Noroeste PM25,Noreste ozono,Noreste dióxido de azufre,Noreste dióxido de nitrógeno,Noreste monóxido de carbono,Noreste PM10,Noreste PM25,Centro ozono,Centro dióxido de azufre,Centro dióxido de nitrógeno,Centro monóxido de carbono,Centro PM10,Centro PM25,Suroeste ozono,Suroeste dióxido de azufre,Suroeste dióxido de nitrógeno,Suroeste monóxido de carbono,Suroeste PM10,Suroeste PM25,Sureste ozono,Sureste dióxido de azufre,Sureste dióxido de nitrógeno,Sureste monóxido de carbono,Sureste PM10,Sureste PM25
01/01/2023,12,48,4,17,12,88,110,42,8,7,15,129,136,50,4,12,12,105,113,48,2,8,5,36,77,42,4,6,17,102,160
01/01/2023,13,86,4,11,11,105,111,46,8,5,14,129,137,57,4,9,11,105,114,49,2,6,5,38,81,47,4,4,14,103,161
01/01/2023,14,69,4,7,9,105,112,40,8,4,12,127,137,43,4,4,9,104,116,46,2,4,5,38,82,36,4,2,11,103,161
01/01/2023,15,44,4,4,7,103,110,39,8,4,10,129,137,37,4,4,8,103,115,40,2,5,5,40,81,29,4,2,9,103,162
01/01/2023,16,38,4,4,6,102,112,35,8,5,8,132,137,34,4,4,6,104,113,34,2,3,5,40,81,31,4,3,6,103,161
01/01/2023,17,30,4,4,5,101,114,31,8,6,5,134,137,32,4,5,5,104,115,31,2,2,5,41,81,29,4,3,4,103,160
01/01/2023,18,22,4,6,4,100,117,26,8,8,3,137,140,26,4,6,4,104,115,29,2,2,5,41,81,28,4,5,2,103,161
01/01/2023,19,21,4,6,4,101,119,20,8,11,2,138,143,21,4,10,3,104,115,26,2,4,4,41,81,21,4,6,2,103,160
01/01/2023,20,16,4,8,3,102,121,14,8,12,3,141,146,16,4,13,3,103,115,21,2,5,3,43,81,18,4,8,2,104,160
01/01/2023,21,10,4,13,3,102,121,11,8,14,4,120,150,11,4,15,3,103,115,21,2,8,3,41,80,17,4,11,3,103,160
01/01/2023,22,5,4,16,3,102,121,9,8,16,4,119,149,6,4,16,4,103,115,23,2,10,3,41,80,19,4,12,4,102,159
01/01/2023,23,2,4,16,4,102,120,6,8,16,4,119,149,9,4,15,5,103,115,22,2,10,3,40,79,17,4,12,4,102,159
01/01/2023,24,4,4,15,5,101,119,6,6,17,5,118,148,8,4,14,5,102,115,19,2,10,3,39,79,17,4,12,5,102,158
02/01/2023,1,2,4,16,7,101,119,11,6,15,5,118,146,7,4,15,6,101,114,20,2,10,3,36,77,19,4,10,5,101,157
02/01/2023,2,2,4,15,9,101,118,11,6,13,5,117,144,3,4,14,7,97,113,22,2,10,3,33,76,19,4,10,5,99,155
02/01/2023,3,4,4,13,10,100,116,6,4,12,5,115,141,1,4,13,7,90,111,21,2,10,3,30,74,16,4,8,5,93,152
02/01/2023,4,4,4,11,11,93,112,13,4,11,5,112,133,5,4,13,7,84,108,21,2,7,3,28,72,9,4,7,4,87,144
02/01/2023,5,4,4,12,12,84,107,7,4,12,6,107,124,6,4,13,7,77,105,20,2,4,3,26,69,18,4,5,4,80,135
02/01/2023,6,2,4,14,13,80,104,1,4,12,6,103,116,4,4,12,7,71,102,19,2,8,3,25,66,18,4,8,3,73,125
02/01/2023,7,1,4,11,13,74,99,1,4,14,7,99,109,2,4,16,8,67,96,17,2,9,3,25,62,16,2,10,3,65,115
02/01/2023,8,1,4,12,14,68,93,2,4,13,9,84,102,3,4,17,11,61,91,16,2,9,3,24,60,16,2,11,3,57,107
02/01/2023,9,4,4,18,14,65,88,11,4,14,11,73,90,8,4,15,12,55,85,17,2,9,3,23,59,19,2,11,4,49,95
02/01/2023,10,9,4,18,13,64,85,19,4,14,11,58,77,16,4,9,11,48,76,18,2,5,3,23,58,21,2,5,4,41,79
02/01/2023,11,16,4,11,12,54,75,21,4,6,11,46,67,19,4,5,10,40,68,20,2,4,3,23,55,21,2,3,4,33,63
02/01/2023,12,23,4,5,10,46,66,21,4,4,10,39,58,21,4,4,9,35,61,22,2,2,3,21,45,22,2,3,4,26,57
02/01/2023,13,24,4,3,9,44,63,24,4,4,9,36,56,25,4,4,9,33,58,24,2,3,3,21,34,24,2,3,5,26,55
02/01/2023,14,24,4,3,8,44,63,25,4,5,8,38,54,27,4,4,8,30,55,26,2,3,3,20,30,26,2,3,5,28,54
02/01/2023,15,26,4,4,6,44,62,26,4,6,7,40,52,26,4,5,5,30,54,27,2,4,3,19,30,28,2,3,5,29,53
02/01/2023,16,26,4,4,5,43,61,26,4,6,5,51,52,26,4,5,3,30,53,26,2,3,4,19,30,29,2,3,5,30,53
02/01/2023,17,25,4,6,3,41,60,26,4,7,4,50,52,24,4,6,2,31,52,26,2,3,4,18,30,28,2,4,4,31,52
02/01/2023,18,21,4,6,2,40,59,23,4,8,4,50,51,22,4,6,2,33,52,26,2,4,4,18,31,25,2,6,4,31,52
02/01/2023,19,16,4,10,2,40,58,18,4,11,5,50,52,19,4,10,2,33,52,24,2,7,4,18,32,24,2,8,4,31,53
02/01/2023,20,16,4,16,3,40,58,14,4,14,5,50,52,16,4,13,2,34,51,21,2,9,4,18,33,21,2,10,5,33,53
02/01/2023,21,12,4,18,3,40,58,10,4,15,5,50,52,14,4,14,3,34,52,21,2,8,3,18,35,14,2,12,5,33,53
02/01/2023,22,7,4,16,3,40,58,7,4,16,5,49,52,14,4,14,3,34,51,21,2,9,3,18,36,16,2,14,5,34,53
02/01/2023,23,11,4,16,4,40,58,13,4,18,6,50,52,9,4,15,4,34,49,16,2,12,3,18,36,16,2,14,5,34,52
02/01/2023,24,16,4,16,5,40,59,13,4,16,6,50,53,7,4,14,5,34,52,18,2,12,3,18,36,19,2,12,5,34,53
03/01/2023,1,16,4,16,5,40,59,16,4,15,6,52,53,11,4,13,5,33,50,20,2,11,3,18,36,21,2,6,5,34,52
03/01/2023,2,17,4,16,6,40,58,14,4,14,5,51,52,14,4,14,5,33,48,20,2,10,3,18,37,21,2,4,5,34,52
03/01/2023,3,16,4,16,7,40,59,16,4,13,5,50,52,6,4,14,5,33,48,21,2,9,3,18,37,21,2,3,4,34,51
03/01/2023,4,12,4,15,8,41,59,12,4,12,5,48,52,1,4,14,5,33,46,21,2,9,3,18,37,19,2,4,4,34,49
03/01/2023,5,11,4,16,8,44,60,9,4,13,5,48,52,2,4,14,5,33,45,19,2,8,3,18,37,18,2,9,3,35,48
03/01/2023,6,9,4,14,8,44,60,3,4,12,5,48,51,2,4,16,5,34,45,16,2,9,3,18,38,7,2,11,3,35,49
03/01/2023,7,2,4,14,8,44,60,2,4,13,5,46,52,1,4,13,6,34,45,17,2,10,3,18,38,7,2,11,3,35,50
03/01/2023,8,4,4,15,8,44,60,1,4,15,5,45,51,1,4,15,6,34,45,14,2,12,3,18,38,11,2,11,4,35,51
03/01/2023,9,3,4,17,8,43,59,3,2,17,5,43,50,3,4,16,8,35,43,16,2,11,3,18,39,12,2,10,4,36,50
03/01/2023,10,8,4,19,8,41,58,9,2,18,5,44,51,12,4,17,9,36,43,16,2,14,3,18,39,14,2,10,5,38,51
03/01/2023,11,17,4,19,8,41,58,19,2,14,5,44,52,14,4,14,9,36,45,19,2,9,3,18,40,21,2,9,5,38,52
03/01/2023,12,24,4,11,8,41,58,26,2,10,5,45,52,21,4,11,9,36,47,26,2,7,4,16,39,26,2,7,5,38,52
03/01/2023,13,29,4,7,7,41,57,32,2,7,6,45,52,28,4,7,9,36,48,31,2,6,4,16,40,30,2,4,5,39,54
03/01/2023,14,35,4,6,7,40,57,39,2,6,6,43,52,34,4,8,8,36,48,37,2,5,4,16,40,36,2,5,5,39,55
03/01/2023,15,36,4,6,7,41,57,44,2,8,5,41,52,39,4,8,7,34,47,45,2,5,4,15,41,41,2,5,5,40,55
03/01/2023,16,33,4,5,6,43,58,39,2,7,5,41,52,34,4,9,5,33,51,49,2,7,5,15,40,39,2,7,4,43,55
03/01/2023,17,26,4,5,4,44,59,36,2,9,4,41,52,27,4,8,5,31,50,42,2,7,5,15,40,39,2,5,4,44,56
03/01/2023,18,22,4,6,3,45,60,36,2,10,4,40,52,24,4,11,4,31,50,28,2,5,5,15,40,38,2,7,3,44,56
03/01/2023,19,17,4,10,3,46,61,25,2,18,3,40,51,15,4,10,5,31,53,25,2,8,5,15,39,34,2,15,4,45,56
03/01/2023,20,14,2,11,2,46,61,16,2,20,4,40,51,12,4,14,5,31,53,21,2,10,4,15,38,24,2,14,4,45,56
03/01/2023,21,9,4,13,3,36,52,11,2,20,4,43,48,8,4,13,5,30,53,16,2,10,4,15,37,19,2,15,4,45,57
03/01/2023,22,8,4,14,4,36,52,14,2,21,5,44,49,6,4,17,5,30,53,13,2,13,4,15,37,19,2,21,5,45,57
03/01/2023,23,2,4,14,5,36,52,4,4,21,5,49,50,3,4,22,7,31,52,13,2,13,4,15,37,22,2,20,5,48,58
03/01/2023,24,4,4,13,5,36,51,4,4,21,6,51,52,2,4,20,8,33,51,15,2,12,4,15,37,20,2,19,6,50,58
04/01/2023,1,-99,4,-99,6,36,52,1,4,-99,7,54,52,1,4,19,8,35,52,-99,2,-99,4,15,38,-99,2,-99,6,51,58
04/01/2023,2,-99,4,-99,7,38,52,1,4,-99,8,57,53,1,4,18,9,38,52,-99,2,-99,4,15,38,-99,2,-99,7,52,59
04/01/2023,3,-99,4,-99,-99,38,52,1,4,-99,-99,60,54,1,4,14,5,39,52,-99,2,-99,-99,15,37,-99,2,-99,-99,54,60
04/01/2023,4,6,4,13,-99,39,53,1,4,15,-99,64,55,1,4,14,5,39,52,19,2,10,-99,15,38,1,2,15,-99,54,60
04/01/2023,5,6,4,11,-99,39,53,1,4,14,-99,68,56,1,4,15,5,40,53,17,2,13,-99,16,37,1,2,15,-99,54,62
04/01/2023,6,6,4,11,-99,40,54,1,4,13,-99,70,57,1,4,14,5,41,54,16,2,11,-99,16,37,1,2,14,-99,55,65
04/01/2023,7,3,4,11,-99,39,54,1,4,13,-99,71,58,1,4,18,6,43,54,15,2,14,-99,18,37,1,2,14,-99,57,68
04/01/2023,8,2,4,18,-99,40,55,1,4,14,-99,74,60,1,4,22,8,45,54,15,2,16,-99,18,38,2,2,15,-99,57,70
04/01/2023,9,5,4,18,9,41,56,3,4,17,12,77,61,2,4,24,11,48,55,8,2,15,5,19,38,2,2,22,16,60,73
04/01/2023,10,6,4,27,9,43,57,8,4,21,13,80,61,6,4,30,11,48,57,14,2,16,5,19,38,10,2,27,15,61,76
04/01/2023,11,13,4,31,9,44,58,23,4,27,13,83,63,14,4,30,11,51,57,24,2,16,5,20,38,20,2,35,15,65,79
04/01/2023,12,23,4,23,9,46,59,29,6,20,14,87,65,28,6,25,11,52,60,34,2,13,5,21,41,31,4,20,15,70,82
04/01/2023,13,36,4,19,9,49,61,39,6,12,14,90,66,39,6,21,11,55,61,44,2,13,5,23,43,44,4,20,14,73,83
04/01/2023,14,46,6,20,10,50,62,51,8,9,13,90,67,57,6,21,10,54,63,65,2,15,5,25,45,55,4,16,13,74,83
04/01/2023,15,59,6,19,9,52,64,69,8,8,12,93,68,78,6,21,10,55,65,100,2,15,5,26,46,80,4,12,11,74,85
04/01/2023,16,73,6,15,8,54,65,78,8,7,10,93,69,94,6,12,8,55,66,106,2,13,6,28,50,90,4,9,8,73,88
04/01/2023,17,69,6,16,6,57,66,76,8,9,9,91,69,100,6,14,7,57,68,107,2,12,6,29,52,90,4,13,6,73,92
04/01/2023,18,42,8,18,5,60,68,55,10,12,6,91,69,69,6,23,6,55,69,102,2,20,6,30,52,80,4,30,5,74,93
04/01/2023,19,27,8,28,5,61,68,36,10,18,5,96,70,30,6,33,6,55,68,55,2,21,6,30,53,45,4,28,5,76,94
04/01/2023,20,16,8,18,5,65,69,24,10,14,5,100,70,22,6,18,6,60,68,32,2,20,6,33,54,28,4,24,5,76,96
04/01/2023,21,11,8,22,6,67,70,20,10,17,4,99,70,15,6,20,6,64,68,17,4,21,6,34,54,25,4,24,5,78,94
04/01/2023,22,9,8,21,6,68,70,9,10,20,4,99,70,10,6,21,6,65,69,24,4,17,6,38,54,14,4,22,5,81,96
04/01/2023,23,11,8,20,6,70,71,10,10,22,5,97,71,11,6,22,6,65,69,26,4,20,6,40,54,7,4,23,6,84,96
04/01/2023,24,7,8,21,6,73,72,18,10,22,5,97,71,10,6,20,7,64,70,25,4,19,6,41,54,5,4,22,7,86,95
05/01/2023,1,14,8,17,6,74,72,20,10,18,5,93,71,16,6,18,7,64,70,26,4,13,5,44,55,7,4,21,8,87,96
05/01/2023,2,14,10,15,6,76,73,12,10,18,5,91,70,21,6,17,6,64,71,31,4,9,5,45,55,9,4,19,8,91,96
05/01/2023,3,14,10,19,6,77,74,12,10,21,5,91,70,11,6,18,5,63,71,31,4,8,5,46,55,6,4,18,8,91,96
05/01/2023,4,16,10,17,5,80,74,9,10,19,5,88,70,5,6,19,6,64,71,31,4,9,5,46,56,14,4,17,8,93,96
05/01/2023,5,17,10,16,5,80,74,9,10,16,6,87,69,4,6,19,6,64,72,30,4,15,4,46,56,13,4,16,7,94,95
05/01/2023,6,14,10,17,5,80,74,5,10,16,6,86,69,2,6,18,6,64,72,31,4,19,4,46,56,6,4,16,7,97,93
05/01/2023,7,9,10,20,6,80,74,2,10,16,7,87,70,1,6,21,6,64,72,30,4,20,4,48,56,3,4,17,8,97,91
05/01/2023,8,4,10,17,6,78,73,2,10,15,9,87,70,2,6,22,8,63,73,20,4,22,4,48,57,2,4,19,7,100,92
05/01/2023,9,9,10,21,7,78,73,5,10,20,10,86,69,3,6,24,9,63,73,15,4,15,5,49,57,4,4,19,10,99,93
05/01/2023,10,14,10,23,7,80,73,16,10,30,10,84,68,9,6,32,11,63,72,26,4,20,5,49,57,11,4,22,11,100,94
05/01/2023,11,20,12,24,8,83,73,27,10,28,12,83,67,19,8,30,11,63,73,31,4,23,5,49,58,21,6,26,12,101,95
05/01/2023,12,28,12,17,8,86,74,31,10,27,13,80,67,30,8,20,11,64,72,37,4,15,5,49,59,31,6,33,12,101,94
05/01/2023,13,35,12,16,8,84,74,40,10,23,13,80,69,40,8,17,11,64,71,41,6,10,5,50,59,40,8,29,11,101,99
05/01/2023,14,39,12,10,8,84,73,46,8,7,13,80,70,48,8,15,10,65,70,49,6,11,5,49,59,49,8,20,11,101,104
05/01/2023,15,41,10,7,7,83,72,49,8,6,11,77,70,53,8,9,9,65,69,76,6,10,6,49,59,63,8,12,10,102,105
05/01/2023,16,41,10,7,5,83,71,44,8,6,10,78,69,51,8,11,7,65,67,96,6,10,6,49,59,67,8,8,9,102,104
05/01/2023,17,35,10,7,5,81,70,40,8,7,8,78,69,49,8,8,5,64,67,94,6,9,6,49,59,67,8,9,6,102,102
05/01/2023,18,28,10,10,4,80,68,29,8,10,6,81,68,34,8,12,5,64,66,51,6,10,5,49,59,49,8,12,5,102,102
05/01/2023,19,21,10,13,3,78,68,21,8,12,5,80,68,22,8,16,4,64,65,39,6,13,5,49,59,49,8,14,5,102,100
05/01/2023,20,17,10,16,3,78,67,19,8,12,5,78,67,19,8,17,4,65,64,23,6,11,5,48,58,23,8,22,5,102,99
05/01/2023,21,16,10,16,3,78,68,17,8,13,5,78,67,17,8,14,4,65,64,20,8,9,5,48,58,15,8,17,5,102,100
05/01/2023,22,16,10,15,4,78,68,18,8,14,5,78,67,17,8,15,4,67,64,19,8,8,5,46,58,16,8,15,5,102,98
05/01/2023,23,13,12,14,4,78,67,16,8,15,5,78,66,15,10,15,5,65,64,21,8,8,4,45,58,14,8,16,5,102,97
05/01/2023,24,13,14,15,4,77,67,16,8,11,5,77,66,14,12,15,4,65,64,20,8,10,4,44,58,13,8,17,5,101,98
06/01/2023,1,16,14,11,5,76,66,17,8,11,5,76,65,14,12,15,5,65,64,13,8,11,4,43,58,14,8,16,6,101,97
06/01/2023,2,15,14,15,5,74,66,18,10,12,5,76,65,12,14,15,5,65,63,16,10,10,4,43,58,11,8,16,6,101,97
06/01/2023,3,12,14,13,5,73,65,14,12,14,5,76,64,12,14,16,4,65,63,21,10,14,4,43,59,11,8,15,7,102,98
06/01/2023,4,12,14,17,5,71,64,10,14,14,5,74,65,8,14,18,4,64,63,21,10,12,3,43,58,8,8,15,6,102,97
06/01/2023,5,12,14,15,5,71,64,9,14,15,4,76,64,3,14,18,4,64,64,21,10,13,3,43,58,4,8,17,6,102,97
06/01/2023,6,12,14,14,5,70,64,6,14,15,4,76,64,1,14,18,5,64,63,21,10,14,3,43,58,5,8,15,7,102,98
06/01/2023,7,9,14,16,5,70,64,3,14,15,5,77,64,1,14,19,5,63,64,15,10,17,3,41,58,4,8,16,8,102,97
06/01/2023,8,4,14,16,5,70,64,2,14,14,5,76,63,1,14,20,6,64,64,17,10,18,3,41,58,2,8,17,8,102,97
06/01/2023,9,6,14,18,6,67,63,4,14,17,7,76,63,3,14,21,7,64,63,18,10,18,4,40,58,4,8,19,9,102,94
06/01/2023,10,12,16,26,7,64,62,11,14,20,8,74,63,7,14,24,8,63,62,17,10,17,5,40,58,13,8,24,9,101,93
06/01/2023,11,18,14,31,8,64,62,23,14,22,9,73,63,14,14,30,9,61,62,21,10,15,5,41,58,21,8,24,9,99,92
06/01/2023,12,24,14,30,8,64,63,34,14,20,11,73,63,24,14,31,9,60,62,31,10,17,5,41,58,32,8,17,10,96,92
06/01/2023,13,36,14,21,9,67,64,41,14,15,11,73,61,36,14,23,9,61,63,39,10,13,5,43,58,42,8,17,11,96,86
06/01/2023,14,40,14,16,8,67,64,43,14,9,11,73,61,42,14,13,9,60,63,44,10,9,5,43,58,45,8,12,9,96,81
06/01/2023,15,46,14,16,8,68,65,47,14,6,10,77,62,51,14,10,8,61,62,50,10,8,6,44,57,55,8,8,8,96,78
06/01/2023,16,53,14,17,7,68,66,61,14,6,8,74,63,53,14,12,6,61,65,63,10,9,6,43,57,65,8,8,7,94,76
06/01/2023,17,71,14,15,6,71,68,61,14,8,7,76,63,59,14,15,6,63,65,71,10,10,5,41,57,67,8,10,5,93,76
06/01/2023,18,41,14,21,6,73,70,53,14,9,8,74,64,49,14,15,5,64,66,65,10,15,5,41,57,71,8,9,5,93,76
06/01/2023,19,28,14,34,5,74,72,42,16,21,7,73,64,33,14,33,6,65,66,50,8,29,5,43,57,43,8,16,5,94,77
06/01/2023,20,23,16,35,6,74,72,33,16,20,6,76,64,21,14,32,6,64,67,53,8,38,5,43,57,39,8,17,5,94,78
06/01/2023,21,16,16,25,6,78,74,34,16,18,6,78,65,13,14,33,6,64,68,36,8,24,6,44,58,24,8,23,5,96,78
06/01/2023,22,16,16,24,7,80,74,16,16,23,7,78,65,14,14,31,6,67,69,26,8,25,6,45,58,21,8,30,5,94,78
06/01/2023,23,14,16,19,7,80,74,11,16,21,6,83,66,14,14,20,6,67,69,24,8,18,6,46,59,14,8,28,5,94,79
06/01/2023,24,9,16,19,7,81,75,10,16,19,6,86,66,6,12,19,7,68,71,23,10,15,6,46,59,10,6,25,5,96,80
07/01/2023,1,9,18,19,8,81,75,5,16,18,6,87,66,4,12,19,7,70,71,21,8,18,6,48,59,7,6,30,6,96,82
07/01/2023,2,11,18,18,8,83,76,1,14,18,6,87,67,4,12,19,8,70,71,26,8,14,6,48,59,8,6,20,7,94,82
07/01/2023,3,15,18,15,7,83,76,3,14,15,5,90,67,2,12,18,7,71,71,24,8,15,5,48,59,7,6,19,7,91,82
07/01/2023,4,16,18,13,5,84,76,2,12,14,6,93,68,5,12,18,7,73,72,27,8,13,5,48,59,11,6,19,8,91,83
07/01/2023,5,17,18,16,5,83,76,1,12,15,6,93,68,3,12,18,7,73,72,19,8,16,5,49,60,9,6,16,8,91,84
07/01/2023,6,12,18,16,5,83,76,1,12,14,7,94,68,3,12,17,7,74,72,20,8,17,5,49,61,8,6,17,7,91,83
07/01/2023,7,5,18,18,5,83,76,1,12,14,9,94,69,1,12,17,7,76,73,27,8,19,5,50,61,5,6,17,8,91,84
07/01/2023,8,4,18,17,6,84,76,1,10,14,12,97,70,1,12,20,8,76,73,27,8,20,5,50,61,1,6,16,9,93,84
07/01/2023,9,3,18,19,6,84,76,4,10,16,14,96,70,3,12,22,9,76,73,17,8,17,5,50,61,4,6,20,10,94,85
07/01/2023,10,9,16,28,7,83,75,11,10,20,15,96,71,5,12,30,10,76,73,25,8,17,5,50,61,14,6,24,11,94,84
07/01/2023,11,23,16,36,8,81,75,22,12,21,15,96,71,19,12,32,10,77,74,31,8,20,5,49,61,23,6,26,12,96,82
07/01/2023,12,26,14,27,8,78,75,37,12,19,15,96,72,31,12,22,10,78,75,38,8,10,5,48,61,36,6,19,11,96,82
07/01/2023,13,34,14,10,8,76,74,46,12,15,15,96,73,39,12,19,10,76,73,44,8,9,5,46,61,44,6,14,11,96,83
07/01/2023,14,41,14,10,8,76,72,53,12,10,14,100,72,49,12,17,9,76,74,51,8,9,5,46,60,61,6,14,10,96,82
07/01/2023,15,46,14,9,6,76,72,69,12,9,12,96,73,69,12,14,8,74,75,73,8,9,5,46,60,98,6,15,8,94,82
07/01/2023,16,50,14,9,6,74,71,92,12,11,10,96,72,84,12,11,7,74,75,86,8,8,5,46,60,104,6,12,6,93,83
07/01/2023,17,55,14,10,5,73,70,94,12,13,7,94,74,90,12,15,6,74,75,88,8,10,5,46,60,102,6,12,5,91,83
07/01/2023,18,49,16,13,5,71,69,73,12,12,6,96,74,65,12,18,5,74,75,82,8,11,5,46,60,92,6,13,4,91,84
07/01/2023,19,31,18,23,4,70,69,34,14,21,5,96,74,43,12,27,5,73,77,67,8,16,4,46,60,41,6,30,4,88,85
07/01/2023,20,21,16,28,4,71,69,34,14,24,5,93,73,24,14,34,6,68,78,46,8,16,4,46,60,30,6,25,5,88,85
07/01/2023,21,19,18,25,5,67,69,21,14,19,5,94,74,16,14,28,6,70,78,41,8,18,4,45,60,21,6,26,5,87,85
07/01/2023,22,7,16,21,5,65,70,18,14,19,5,96,74,13,14,20,6,68,78,26,10,22,5,44,61,19,6,26,5,88,85
07/01/2023,23,17,16,22,5,65,68,6,14,19,5,96,73,19,14,22,7,68,79,23,8,20,5,44,61,11,6,23,5,88,85
07/01/2023,24,16,14,20,5,65,69,2,14,20,7,97,73,18,12,21,7,67,78,25,8,16,5,44,61,17,6,24,6,90,84
08/01/2023,1,15,12,20,5,65,69,1,12,21,9,99,73,18,12,20,7,65,78,28,8,18,5,44,61,12,6,22,7,90,82
08/01/2023,2,14,12,17,5,65,68,1,12,20,10,101,73,14,12,20,7,65,78,30,8,12,5,44,60,8,6,21,8,90,82
08/01/2023,3,16,12,15,5,64,68,2,10,19,10,101,72,9,10,19,7,65,77,31,8,12,5,44,59,6,6,19,9,91,82
08/01/2023,4,17,12,11,5,64,67,1,10,17,10,101,72,9,10,18,6,64,76,32,8,8,4,44,59,4,6,19,10,91,81
08/01/2023,5,19,12,12,5,64,67,2,10,16,10,101,72,6,10,18,7,63,75,32,8,7,4,43,58,9,6,16,10,88,80
08/01/2023,6,18,12,12,4,64,66,1,10,16,10,102,72,5,10,19,7,61,75,34,8,11,4,43,57,11,6,16,11,90,80
08/01/2023,7,15,12,15,4,63,66,2,10,16,11,102,71,5,10,18,8,60,75,33,8,14,3,43,57,4,6,16,12,91,80
08/01/2023,8,11,12,18,4,63,65,2,10,15,12,102,71,3,10,18,9,61,74,30,8,20,3,44,56,6,6,16,13,90,80
08/01/2023,9,11,12,17,5,63,65,4,10,17,13,102,70,4,10,32,11,60,74,24,8,15,3,45,56,6,6,21,14,88,79
08/01/2023,10,14,12,28,5,60,64,11,10,20,13,102,71,10,10,32,12,60,74,31,8,17,3,45,56,15,6,28,15,87,79
08/01/2023,11,16,12,35,5,58,64,24,8,20,13,102,71,20,10,33,12,60,74,32,8,14,4,44,56,25,4,28,15,86,79
08/01/2023,12,28,12,24,6,57,63,37,8,16,14,102,70,34,10,26,13,60,73,39,8,9,4,44,56,35,4,21,14,84,79
08/01/2023,13,41,12,13,6,57,63,44,8,10,14,101,70,46,10,14,12,58,73,46,8,6,5,43,55,46,4,11,13,86,79
08/01/2023,14,48,12,10,6,57,62,57,8,7,13,100,71,65,10,11,11,58,72,67,8,6,5,43,55,61,4,6,12,86,80
08/01/2023,15,57,12,8,6,55,62,80,8,7,11,100,70,84,10,10,10,57,71,90,8,7,5,43,55,76,4,6,10,87,79
08/01/2023,16,71,12,12,5,55,62,88,8,7,10,100,69,90,10,12,8,57,70,104,8,7,5,43,55,90,4,7,8,87,78
08/01/2023,17,82,12,10,5,54,63,94,8,7,8,100,69,101,10,11,6,57,71,106,8,7,5,43,55,98,4,7,5,87,77
08/01/2023,18,73,10,15,4,54,63,92,6,8,7,101,68,96,10,12,5,55,71,102,8,9,5,43,55,94,4,7,4,87,76
08/01/2023,19,34,8,28,4,54,63,46,6,19,6,100,68,49,8,36,5,55,71,86,8,32,4,41,55,49,4,18,3,88,75
08/01/2023,20,21,8,23,5,51,62,35,6,13,5,101,68,20,8,28,5,58,72,82,6,26,5,41,55,44,4,13,3,87,74
08/01/2023,21,14,6,16,5,54,61,19,6,11,5,101,68,14,8,13,5,58,72,24,6,16,5,41,55,29,4,17,3,88,75
08/01/2023,22,14,6,14,5,54,60,20,6,14,5,100,67,16,8,15,5,60,71,24,4,10,5,43,55,25,4,16,4,87,75
08/01/2023,23,14,6,13,5,54,60,14,6,15,5,99,67,15,8,15,5,60,70,21,4,8,5,43,54,11,4,17,4,86,74
08/01/2023,24,14,6,13,5,51,60,19,6,14,5,94,67,15,8,13,5,60,70,20,4,7,5,43,54,12,4,17,5,84,75
