Fecha,Hora,Noroeste ozono,Noroeste dióxido de azufre,Noroeste dióxido de nitrógeno,Noroeste monóxido de carbono,Noroeste PM10,Noroeste PM25,Noreste ozono,Noreste dióxido de azufre,Noreste dióxido de nitrógeno,Noreste monóxido de carbono,Noreste PM10,Noreste PM25,Centro ozono,Centro dióxido de azufre,Centro dióxido de nitrógeno,Centro monóxido de carbono,Centro PM10,Centro PM25,Suroeste ozono,Suroeste dióxido de azufre,Suroeste dióxido de nitrógeno,Suroeste monóxido de carbono,Suroeste PM10,Suroeste PM25,Sureste ozono,Sureste dióxido de azufre,Sureste dióxido de nitrógeno,Sureste monóxido de carbono,Sureste PM10,Sureste PM25
26/02/2022,21,21,32,12,3,103,77,21,20,15,4,99,64,25,26,17,5,68,74,35,14,12,3,61,62,27,12,15,2,90,68
26/02/2022,22,24,56,15,3,101,77,19,20,17,4,97,64,21,26,15,5,67,74,26,14,11,3,58,62,16,12,20,3,91,68
26/02/2022,23,16,55,23,4,101,77,10,20,20,4,99,64,16,26,19,5,65,74,22,14,18,4,57,62,13,12,22,4,90,68
26/02/2022,24,14,54,24,4,101,77,11,20,21,5,97,64,14,24,20,5,65,74,13,14,15,4,55,62,8,12,22,5,90,67
27/02/2022,1,14,53,19,4,101,77,16,20,22,5,99,65,14,24,21,5,65,74,18,14,12,4,55,62,12,12,22,5,88,67
27/02/2022,2,15,53,19,5,101,76,21,18,20,6,99,64,11,24,17,5,65,73,27,14,10,4,55,61,4,12,22,5,87,68
27/02/2022,3,16,52,17,5,101,75,14,18,18,6,101,64,7,22,19,5,64,73,30,12,8,4,54,61,5,12,20,5,88,68
27/02/2022,4,15,52,19,5,101,73,9,18,15,6,101,64,4,22,20,5,64,72,26,12,9,4,52,61,11,12,19,6,90,68
27/02/2022,5,13,48,19,5,101,72,9,18,14,6,101,64,4,18,19,6,64,72,24,12,11,3,52,61,12,12,17,6,88,68
27/02/2022,6,11,42,17,5,101,72,7,16,15,5,101,64,4,18,19,6,64,71,23,12,12,3,51,62,8,12,17,7,88,68
27/02/2022,7,6,32,17,5,101,71,1,16,16,5,101,64,1,16,19,6,64,71,19,12,20,2,50,62,2,12,17,6,90,68
27/02/2022,8,7,26,18,5,101,70,4,16,15,6,102,64,1,16,22,7,64,70,14,12,18,2,49,62,3,12,18,7,90,67
27/02/2022,9,12,20,19,6,101,68,11,14,17,8,102,64,9,14,21,9,64,71,29,12,17,2,50,62,11,12,20,7,90,68
27/02/2022,10,21,20,17,6,100,66,21,12,19,9,101,64,19,12,30,9,65,71,41,12,18,3,49,-99,23,10,23,7,88,68
27/02/2022,11,32,18,13,6,94,65,33,12,20,9,99,64,34,12,21,10,65,71,47,12,14,3,48,-99,34,10,24,7,86,68
27/02/2022,12,41,16,11,5,87,62,45,10,13,9,97,64,46,12,12,9,64,69,49,10,5,3,45,-99,44,10,13,7,83,68
27/02/2022,13,43,14,8,5,81,59,47,10,5,8,97,64,69,12,10,8,63,68,63,10,7,3,44,-99,47,10,7,6,83,67
27/02/2022,14,46,14,4,5,80,58,50,10,4,7,96,62,57,12,6,7,61,68,76,10,6,3,41,-99,49,8,4,6,78,65
27/02/2022,15,48,14,5,4,78,57,49,10,4,6,96,62,63,12,6,6,58,65,69,10,4,3,41,-99,59,8,4,5,80,65
27/02/2022,16,46,14,3,3,78,56,46,10,4,5,94,61,76,10,5,5,58,64,82,10,3,3,40,-99,55,8,4,4,78,64
27/02/2022,17,41,14,4,2,77,56,41,10,4,4,94,60,61,10,5,5,57,63,82,10,3,2,39,-99,59,8,4,3,77,63
27/02/2022,18,34,12,4,2,77,55,39,10,6,3,97,60,44,10,7,4,57,62,53,8,4,2,38,-99,45,8,5,2,76,62
27/02/2022,19,26,12,6,2,77,54,25,10,7,2,101,59,32,8,9,4,55,62,42,8,6,1,36,-99,34,8,7,1,74,61
27/02/2022,20,19,12,8,2,77,54,21,10,10,2,97,58,24,8,9,4,55,61,29,8,7,2,36,-99,23,6,11,1,76,61
27/02/2022,21,17,12,8,2,77,53,21,10,10,2,96,57,21,8,10,4,58,61,24,8,9,2,36,-99,17,6,10,1,76,64
27/02/2022,22,13,14,11,2,78,53,17,10,11,2,99,57,17,8,11,4,57,61,19,10,9,2,38,-99,17,6,12,2,74,64
27/02/2022,23,14,16,12,2,80,52,14,10,11,2,97,56,11,10,10,4,57,60,18,10,10,2,38,-99,12,6,12,2,73,64
27/02/2022,24,13,16,11,2,78,52,12,10,11,3,97,55,16,10,11,4,57,60,16,10,9,2,36,-99,13,6,14,2,73,63
28/02/2022,1,12,16,12,2,77,52,13,10,7,3,94,55,12,10,10,3,55,59,19,10,9,2,36,-99,15,6,11,2,74,63
28/02/2022,2,8,16,11,3,74,52,14,10,10,2,93,54,6,10,12,3,55,58,14,10,10,3,36,-99,13,6,13,2,76,63
28/02/2022,3,6,16,11,3,74,52,13,14,8,2,91,54,4,10,12,3,54,58,14,10,11,3,36,-99,11,6,8,2,74,62
28/02/2022,4,6,16,11,3,74,52,11,16,10,2,91,53,4,12,11,3,52,57,14,10,13,3,36,-99,9,6,7,2,70,62
28/02/2022,5,7,16,11,3,73,52,7,18,11,2,90,52,4,12,13,3,51,56,10,10,12,3,36,43,6,6,13,2,70,61
28/02/2022,6,6,18,12,3,71,52,4,20,11,2,91,52,4,14,13,3,50,55,11,10,16,3,36,41,6,6,13,3,68,61
28/02/2022,7,2,18,12,4,71,53,1,24,10,3,91,52,1,14,13,4,49,55,4,10,17,3,36,41,1,6,13,3,67,60
28/02/2022,8,3,20,13,5,71,54,5,26,10,5,88,51,2,14,15,5,49,55,5,10,17,3,36,41,1,6,12,4,67,60
28/02/2022,9,6,22,13,5,71,56,7,28,15,5,86,52,5,16,19,5,49,55,10,10,14,4,36,41,5,6,12,5,68,59
28/02/2022,10,11,24,20,5,73,58,12,30,18,7,87,53,9,16,22,6,50,57,19,12,17,5,36,41,14,6,14,5,68,59
28/02/2022,11,20,24,23,6,73,59,21,30,19,8,86,53,15,16,28,7,51,58,29,12,20,5,38,43,25,6,20,5,70,58
28/02/2022,12,26,26,20,7,76,62,31,30,23,9,87,53,28,16,27,8,54,60,35,12,21,5,39,45,34,6,26,6,71,59
28/02/2022,13,34,26,20,7,80,63,43,30,12,10,87,54,39,16,21,8,55,61,42,12,13,5,39,43,41,6,16,6,70,59
28/02/2022,14,39,26,7,6,81,64,45,30,6,9,87,56,43,16,10,8,57,62,49,12,11,6,39,47,48,6,10,6,71,60
28/02/2022,15,43,26,6,6,83,65,49,30,6,8,90,56,51,16,11,7,57,62,65,12,8,5,40,48,57,6,7,6,71,61
28/02/2022,16,41,26,7,5,84,65,44,30,5,7,91,56,50,16,9,6,58,62,67,12,6,5,41,48,61,6,8,5,71,61
28/02/2022,17,38,26,7,5,88,65,36,30,6,5,94,57,44,16,8,5,63,63,49,12,5,5,41,50,46,6,7,5,71,62
28/02/2022,18,31,26,9,4,87,65,32,30,6,5,90,57,35,16,11,4,64,62,43,12,5,4,43,47,36,6,8,4,71,62
28/02/2022,19,21,26,12,3,87,64,26,30,9,3,88,57,27,16,11,4,64,62,30,12,9,3,45,43,30,6,10,3,71,62
28/02/2022,20,16,26,15,3,91,65,19,30,15,2,99,56,18,16,16,4,64,62,22,10,12,2,44,42,26,6,12,3,67,61
28/02/2022,21,9,26,18,3,96,65,20,30,18,3,102,57,14,16,20,4,61,62,14,10,17,2,44,42,26,6,20,3,73,59
28/02/2022,22,6,26,20,3,100,65,22,30,21,3,103,57,5,16,23,5,61,62,11,10,19,2,45,42,24,6,23,4,74,59
28/02/2022,23,7,28,20,4,101,66,14,30,21,4,105,58,8,14,21,5,63,62,18,8,20,3,46,42,9,6,23,5,76,61
28/02/2022,24,9,30,17,5,102,66,11,32,20,5,106,59,12,14,20,6,64,62,17,8,16,3,46,42,5,6,22,5,76,62
01/03/2022,1,14,32,17,5,102,66,1,42,18,5,107,60,6,16,19,7,65,64,16,6,14,3,48,43,1,6,21,6,77,62
01/03/2022,2,14,32,16,5,103,66,1,46,16,5,107,61,2,16,19,7,67,64,20,6,16,4,46,43,4,8,17,7,80,62
01/03/2022,3,14,32,16,5,103,67,1,46,15,6,107,63,5,16,17,7,68,64,20,6,14,4,46,43,5,8,16,7,80,66
01/03/2022,4,13,32,15,5,103,67,1,44,15,5,107,65,11,16,16,8,70,65,21,6,11,3,46,43,5,12,16,8,81,70
01/03/2022,5,13,30,14,5,103,66,1,42,14,6,107,66,1,20,18,7,73,66,20,6,13,3,45,43,6,14,16,8,83,71
01/03/2022,6,8,30,17,5,104,65,1,40,14,7,108,66,1,20,19,7,74,67,17,6,18,2,45,44,3,16,15,7,84,72
01/03/2022,7,2,30,16,5,103,65,1,38,15,8,108,66,1,22,18,7,76,67,6,6,25,3,45,43,1,18,16,6,87,72
01/03/2022,8,2,30,18,7,103,64,1,36,16,10,110,67,2,22,21,8,76,66,6,6,22,4,45,42,1,20,19,7,87,72
01/03/2022,9,4,28,22,9,104,62,6,34,21,12,111,67,5,24,24,9,76,66,21,6,18,4,45,42,10,22,21,8,88,73
01/03/2022,10,10,26,30,9,105,60,13,34,29,12,112,65,11,24,30,10,74,64,26,6,18,4,45,42,19,22,28,9,87,72
01/03/2022,11,20,26,25,10,105,59,24,34,34,12,112,65,22,24,28,10,73,63,38,6,16,5,45,40,29,22,25,9,87,71
01/03/2022,12,34,24,21,9,105,58,37,34,21,12,113,66,39,24,20,9,73,63,44,6,14,5,45,39,39,22,17,9,87,71
01/03/2022,13,40,24,21,9,105,57,48,34,11,11,113,66,49,24,21,9,70,61,50,6,11,5,45,41,47,22,15,9,87,69
01/03/2022,14,47,24,10,9,105,56,50,34,8,10,114,68,53,24,16,8,70,60,71,6,12,5,45,41,63,24,11,9,87,69
01/03/2022,15,53,24,7,10,104,57,59,34,6,8,115,71,59,24,10,7,70,60,94,6,10,5,45,41,73,24,10,8,87,69
01/03/2022,16,53,24,7,8,104,57,48,34,6,6,116,71,59,24,10,5,70,61,92,6,7,5,45,42,69,24,9,6,88,69
01/03/2022,17,44,24,9,6,103,57,41,34,5,5,116,71,59,24,8,5,65,61,82,6,6,4,45,42,55,24,8,5,90,69
01/03/2022,18,36,24,10,5,103,58,35,34,7,4,117,69,42,24,10,4,65,61,61,6,6,4,44,41,43,24,8,4,90,69
01/03/2022,19,26,24,15,4,103,59,27,34,10,3,117,69,31,24,14,4,65,61,42,6,11,3,44,51,49,24,11,3,94,69
01/03/2022,20,16,24,18,4,102,59,46,34,17,2,117,69,19,24,20,4,65,61,23,6,20,3,44,51,46,24,17,3,99,69
01/03/2022,21,18,24,20,3,102,59,41,34,21,3,119,70,16,24,28,5,68,62,19,6,23,3,44,51,40,24,20,4,96,71
01/03/2022,22,9,24,21,4,101,59,39,34,23,4,119,70,9,24,28,5,70,62,14,6,23,4,44,50,35,24,21,4,96,72
01/03/2022,23,12,22,21,4,102,59,18,34,24,4,121,70,8,26,28,6,71,63,15,6,23,4,43,51,21,24,28,5,96,73
01/03/2022,24,14,20,20,4,102,59,16,32,21,5,119,71,11,26,18,6,71,63,24,6,18,4,43,51,6,26,25,5,94,72
02/03/2022,1,17,22,19,5,102,60,11,32,20,5,119,71,11,28,16,6,70,63,23,6,12,4,43,51,9,28,25,5,90,73
02/03/2022,2,17,22,17,5,102,60,4,28,19,5,119,71,9,28,19,6,70,63,22,6,11,4,43,51,6,28,20,5,88,72
02/03/2022,3,18,20,16,4,102,59,6,24,18,5,120,70,6,28,19,5,68,64,23,6,14,4,43,52,8,26,19,6,90,72
02/03/2022,4,19,20,17,4,101,59,9,24,15,5,121,70,12,24,19,5,68,64,22,6,13,4,44,52,9,24,18,6,90,72
02/03/2022,5,16,18,17,5,101,59,6,24,17,6,122,70,1,22,19,5,68,64,21,6,12,3,44,53,4,22,17,6,90,72
02/03/2022,6,8,18,19,4,101,59,1,24,17,6,122,69,1,20,23,5,68,64,16,6,19,2,45,53,4,20,18,6,91,72
02/03/2022,7,2,16,19,5,101,59,1,26,18,6,121,70,1,20,22,5,68,64,11,6,24,2,45,54,5,18,19,6,90,72
02/03/2022,8,2,16,22,5,102,59,3,26,17,9,121,71,1,18,23,7,70,65,9,6,22,3,46,54,6,16,19,7,88,74
02/03/2022,9,4,16,30,6,100,59,8,26,26,10,121,72,4,18,26,9,73,66,20,6,21,3,46,55,10,16,23,8,86,74
02/03/2022,10,11,16,31,7,99,59,14,26,30,10,120,72,11,16,33,10,73,66,27,6,19,4,48,55,21,14,26,9,88,75
02/03/2022,11,26,14,34,8,96,59,30,26,29,11,121,74,28,16,29,10,74,66,38,6,15,4,48,55,34,14,19,9,87,74
02/03/2022,12,38,16,21,9,96,58,49,26,20,11,121,73,46,16,30,10,74,66,49,6,12,4,48,55,50,14,20,9,90,74
02/03/2022,13,45,16,19,10,97,59,67,26,17,11,121,72,65,16,21,10,74,66,55,6,11,5,49,56,78,12,21,10,91,74
02/03/2022,14,47,16,20,10,99,60,78,26,11,11,120,72,63,16,16,10,76,67,65,6,9,5,48,55,90,12,12,9,90,74
02/03/2022,15,49,16,14,9,99,61,92,26,7,10,120,70,104,16,15,8,76,68,94,6,10,4,48,55,108,12,10,8,90,75
02/03/2022,16,55,16,11,6,97,62,103,26,7,7,119,70,107,16,12,6,74,68,119,6,12,4,46,55,118,12,10,7,90,76
02/03/2022,17,57,16,10,5,97,63,102,26,7,5,119,71,109,16,10,5,74,68,120,6,10,4,48,56,115,12,9,5,91,76
02/03/2022,18,49,16,12,4,97,63,71,26,10,5,119,72,101,16,12,4,74,69,116,6,11,4,48,57,107,12,8,5,99,78
02/03/2022,19,31,16,19,3,99,64,46,26,10,5,119,74,55,16,17,3,74,69,80,6,15,4,46,57,65,12,9,4,99,79
02/03/2022,20,17,16,20,3,101,64,39,26,17,4,117,75,41,16,24,4,77,71,49,6,20,4,48,58,51,12,10,4,96,79
02/03/2022,21,15,16,21,4,101,65,31,26,17,4,116,75,32,16,20,4,77,71,46,6,16,4,48,59,48,12,11,4,91,78
02/03/2022,22,16,16,18,3,101,65,29,26,16,4,115,77,18,16,22,5,78,72,39,6,15,4,48,59,36,12,25,4,90,77
02/03/2022,23,12,16,16,3,100,66,22,26,18,4,114,77,14,16,18,5,78,72,37,6,21,5,46,59,22,12,23,5,93,78
02/03/2022,24,13,16,15,4,97,66,14,26,17,5,113,77,14,16,17,5,78,72,19,6,17,5,46,59,12,12,20,5,93,79
03/03/2022,1,15,14,18,4,94,66,7,26,16,5,113,78,10,14,18,5,78,72,20,6,20,4,48,59,11,10,19,5,93,78
03/03/2022,2,14,16,17,4,96,66,4,26,17,5,113,78,9,16,20,5,78,72,18,6,15,4,48,60,6,10,17,5,94,78
03/03/2022,3,11,16,17,4,96,67,3,26,16,5,113,79,8,16,17,4,80,72,18,6,13,4,48,60,9,10,16,5,96,79
03/03/2022,4,11,16,15,4,96,67,3,26,16,5,113,79,5,16,17,4,80,72,19,6,11,4,48,60,8,10,17,5,96,79
03/03/2022,5,9,16,15,4,96,67,4,24,16,5,114,79,3,18,18,4,81,73,18,6,16,4,49,61,5,10,17,5,96,79
03/03/2022,6,4,16,19,4,96,68,2,22,17,5,115,80,1,18,19,4,81,73,11,6,20,4,50,61,2,10,18,5,96,79
03/03/2022,7,1,16,19,5,96,69,1,22,18,6,116,80,1,20,20,5,81,73,5,6,27,5,50,62,1,12,18,5,94,79
03/03/2022,8,1,16,23,7,96,71,1,20,18,9,115,-99,1,20,21,7,80,72,6,6,29,5,52,62,4,12,19,7,94,79
03/03/2022,9,4,16,24,8,99,73,6,20,25,11,115,-99,4,20,30,8,77,71,13,8,24,6,54,63,9,12,25,8,94,79
03/03/2022,10,10,18,36,10,100,74,14,20,31,13,116,-99,13,22,29,9,78,72,26,8,18,6,55,64,21,12,37,9,93,79
03/03/2022,11,24,18,37,11,102,74,26,18,35,14,116,-99,29,22,26,9,78,72,36,8,22,6,57,64,36,12,33,10,94,79
03/03/2022,12,44,18,31,11,103,75,42,20,32,15,116,-99,49,22,28,9,78,72,59,8,25,7,57,65,63,14,25,11,94,80
03/03/2022,13,55,18,30,12,103,76,69,20,19,15,116,-99,101,24,26,9,80,73,102,8,19,7,58,67,109,14,18,10,94,80
03/03/2022,14,73,18,23,11,103,77,102,20,9,15,116,-99,123,24,21,8,83,75,118,10,14,7,61,67,119,14,12,10,99,81
03/03/2022,15,104,18,19,10,103,78,109,20,8,14,116,-99,131,24,17,7,87,76,132,10,13,7,64,68,134,14,10,9,101,83
03/03/2022,16,112,18,15,7,103,79,107,20,8,12,116,-99,116,24,11,6,88,78,104,10,7,6,67,70,100,14,7,7,101,84
03/03/2022,17,100,18,12,6,104,79,92,20,8,10,116,-99,63,24,9,5,91,78,114,10,6,5,65,70,48,14,5,5,100,84
03/03/2022,18,50,18,11,5,105,79,39,20,9,8,117,-99,49,26,10,5,91,79,67,10,7,5,65,69,44,14,6,5,101,84
03/03/2022,19,26,18,13,4,105,78,32,20,10,6,117,81,40,26,12,4,93,79,41,10,8,5,65,69,49,14,8,4,99,82
03/03/2022,20,20,18,14,4,106,78,31,20,10,5,121,80,28,28,15,4,90,80,41,10,8,4,65,68,43,14,9,4,97,82
03/03/2022,21,17,18,13,3,107,76,27,20,18,4,120,79,21,24,20,4,88,79,41,10,10,4,65,67,36,14,13,4,97,82
03/03/2022,22,16,18,14,3,107,76,14,20,24,4,120,78,16,24,15,4,87,78,39,10,10,4,65,67,24,14,17,4,96,82
03/03/2022,23,15,18,18,3,107,76,14,20,21,4,119,78,13,24,17,4,87,78,35,10,21,4,64,67,14,14,17,4,93,79
03/03/2022,24,14,18,18,3,107,75,13,20,17,4,119,77,9,24,15,4,86,78,16,8,20,4,64,67,16,14,19,4,91,79
04/03/2022,1,-99,18,-99,3,107,75,2,16,20,4,119,76,-99,22,-99,4,86,78,-99,8,-99,4,64,67,-99,14,-99,4,91,78
04/03/2022,2,-99,16,-99,3,107,75,1,16,19,4,119,77,-99,22,-99,5,84,78,-99,8,-99,4,64,66,-99,14,-99,5,91,79
04/03/2022,3,-99,14,-99,-99,107,75,1,16,18,4,119,77,-99,22,-99,-99,86,78,-99,8,-99,-99,64,66,-99,14,-99,-99,93,79
04/03/2022,4,9,14,19,-99,107,74,18,16,17,5,118,78,6,22,18,-99,86,77,17,8,15,-99,64,66,15,14,15,-99,94,79
04/03/2022,5,6,16,20,-99,107,75,6,16,17,5,117,78,2,20,19,-99,84,77,17,8,14,-99,63,65,14,12,19,-99,94,78
04/03/2022,6,5,18,18,-99,108,75,1,16,17,5,119,79,1,20,20,-99,86,77,14,8,16,-99,61,64,1,12,18,-99,94,79
04/03/2022,7,3,20,18,-99,108,75,1,14,19,5,118,80,1,20,20,-99,87,78,4,8,20,-99,60,64,1,12,18,-99,94,79
04/03/2022,8,3,22,18,-99,108,74,2,14,20,7,118,80,1,20,20,-99,88,80,7,8,18,-99,60,63,1,12,18,-99,94,80
04/03/2022,9,7,22,20,7,107,76,9,14,25,12,118,80,10,18,21,11,90,81,22,8,21,4,58,62,4,14,25,10,94,80
04/03/2022,10,16,22,23,7,108,76,19,14,29,12,118,80,19,18,24,10,90,81,31,8,26,5,57,61,11,14,34,10,93,80
04/03/2022,11,31,22,18,7,107,76,34,14,27,13,117,80,31,18,25,10,88,81,39,8,19,5,55,62,28,14,39,11,93,79
04/03/2022,12,39,22,14,6,107,74,49,14,20,13,116,80,41,18,25,10,88,81,48,8,14,5,55,61,49,14,26,11,94,79
04/03/2022,13,49,22,16,6,107,74,69,14,15,13,116,79,53,18,23,10,87,80,76,8,12,5,54,61,96,14,20,11,94,79
04/03/2022,14,69,22,13,6,107,73,84,14,12,13,116,80,63,18,16,9,84,79,96,8,12,5,52,61,104,14,11,11,94,79
04/03/2022,15,49,22,10,5,106,73,84,14,6,11,115,79,63,18,9,7,81,77,101,8,8,5,51,60,94,14,7,10,93,78
04/03/2022,16,47,24,8,5,106,70,63,14,5,8,115,79,63,18,8,6,78,76,96,8,7,5,50,59,45,14,5,8,90,77
04/03/2022,17,57,24,12,4,106,69,59,14,8,6,114,78,46,18,7,5,77,75,78,8,5,5,51,59,39,14,3,6,93,76
04/03/2022,18,57,24,14,3,105,69,41,14,9,5,114,78,32,18,11,5,77,75,38,8,6,3,52,58,36,14,5,5,94,76
04/03/2022,19,28,24,11,3,105,70,29,14,11,4,113,78,34,18,14,5,77,74,40,8,11,3,52,58,37,14,7,4,86,76
04/03/2022,20,24,24,13,3,104,69,27,14,15,4,110,78,30,18,18,5,77,74,35,8,11,3,52,58,37,14,9,3,86,76
04/03/2022,21,19,24,16,3,103,69,21,16,20,3,110,78,22,24,17,5,77,74,29,8,14,3,51,58,32,14,11,3,84,76
04/03/2022,22,21,24,16,3,102,69,12,14,23,4,109,78,9,22,23,5,77,74,30,8,16,3,50,57,16,14,19,4,84,76
04/03/2022,23,16,24,17,3,102,70,15,14,21,5,111,78,17,22,21,6,76,74,28,6,17,3,50,57,10,14,20,4,83,76
04/03/2022,24,12,22,18,3,103,70,18,14,18,5,111,79,19,22,19,6,76,74,25,6,19,3,49,57,9,14,20,5,83,76
05/03/2022,1,12,22,20,4,103,70,13,14,21,5,111,79,9,22,20,7,76,74,25,6,19,3,49,57,14,14,20,5,83,77
05/03/2022,2,11,20,20,4,103,71,4,14,20,5,111,79,5,20,21,7,77,75,25,6,18,4,48,57,14,14,20,5,83,76
05/03/2022,3,4,20,20,5,103,71,6,16,19,5,111,79,8,20,20,8,78,76,25,6,15,4,48,57,11,14,20,6,83,77
05/03/2022,4,6,20,21,5,103,71,11,16,19,5,112,79,6,18,20,7,80,77,23,6,10,5,48,57,10,14,18,6,84,78
05/03/2022,5,6,18,20,5,104,71,12,16,17,5,113,79,4,18,20,7,80,78,19,6,11,4,48,57,11,14,16,6,84,78
05/03/2022,6,4,16,20,5,104,71,5,16,17,5,111,77,4,16,19,7,80,77,16,6,13,4,48,57,5,14,17,6,83,78
05/03/2022,7,1,14,20,6,103,71,2,16,17,6,113,77,1,14,19,7,78,76,25,6,16,4,48,57,3,12,16,8,80,78
05/03/2022,8,1,14,20,8,103,71,2,16,18,8,114,78,2,14,18,7,76,75,26,6,15,4,48,58,3,12,18,8,78,78
05/03/2022,9,5,12,27,9,105,69,8,16,23,9,115,79,11,12,21,7,74,75,30,6,17,4,46,59,10,10,22,9,74,79
05/03/2022,10,11,10,36,9,104,70,23,14,26,9,116,79,20,12,22,7,71,73,32,6,15,4,45,58,21,10,20,10,71,79
05/03/2022,11,29,10,25,9,105,72,33,14,19,9,116,79,31,10,29,8,68,72,36,4,12,4,44,57,34,8,13,9,70,78
05/03/2022,12,41,10,20,9,105,73,40,14,11,9,117,80,41,10,17,8,68,72,51,4,12,5,44,56,39,8,4,8,65,76
05/03/2022,13,49,10,12,9,105,73,40,14,7,8,118,79,46,10,10,7,65,70,53,4,7,5,43,56,36,8,3,8,63,75
05/03/2022,14,71,10,9,8,105,73,42,14,6,7,117,78,49,8,6,7,64,68,41,4,4,4,43,56,39,8,4,7,60,73
05/03/2022,15,84,10,8,7,104,72,41,14,4,6,117,76,42,8,7,6,61,66,41,2,4,4,41,55,38,6,3,5,58,71
05/03/2022,16,76,8,8,5,104,73,38,14,6,5,117,76,41,8,11,5,61,66,43,2,4,3,41,54,41,6,3,4,57,70
05/03/2022,17,76,8,11,5,105,72,36,14,7,5,117,76,39,8,13,5,61,66,44,2,5,3,41,54,43,6,3,3,55,70
05/03/2022,18,47,8,10,3,105,72,34,14,9,4,117,75,34,6,10,5,60,65,39,2,5,2,40,54,36,6,4,2,54,69
05/03/2022,19,41,8,10,3,105,70,28,14,13,4,116,74,29,6,11,4,58,65,36,2,4,2,39,54,31,6,8,2,52,69
05/03/2022,20,33,8,11,3,104,71,26,14,13,4,116,74,31,6,13,4,58,65,36,2,6,2,39,54,29,6,11,3,52,69
05/03/2022,21,31,8,13,3,103,70,22,14,19,4,115,74,29,6,16,4,58,65,33,2,9,2,39,54,26,6,14,3,51,69
05/03/2022,22,26,8,26,4,103,70,14,14,28,5,115,74,15,6,24,5,57,65,21,2,12,3,39,55,18,6,18,4,51,69
05/03/2022,23,26,8,25,4,102,70,16,14,30,5,113,74,11,6,22,5,57,65,26,2,11,3,39,55,17,6,16,4,51,69
05/03/2022,24,16,6,20,5,101,70,23,14,26,6,114,74,12,6,19,6,57,65,26,2,11,3,40,55,9,4,23,5,51,70
06/03/2022,1,8,6,20,5,101,69,13,14,23,8,114,74,6,4,20,7,55,66,19,2,13,3,40,55,4,4,19,6,51,70
06/03/2022,2,3,6,19,5,101,71,1,14,22,9,114,75,5,4,19,7,55,66,21,2,14,3,41,55,6,4,19,6,51,70
06/03/2022,3,6,6,19,5,101,69,4,12,18,11,114,75,4,4,20,8,54,65,26,2,14,4,41,56,14,4,14,7,50,70
06/03/2022,4,9,6,18,5,101,70,12,10,18,12,114,75,6,4,18,8,51,64,23,2,14,3,43,56,14,4,18,7,49,68
06/03/2022,5,6,6,18,6,101,69,1,10,18,12,113,74,9,4,17,8,50,64,20,2,12,4,43,56,13,4,15,7,49,67
06/03/2022,6,7,6,17,5,99,69,6,10,18,12,112,75,6,4,18,7,50,64,31,2,14,4,43,57,10,4,18,8,48,67
06/03/2022,7,3,6,17,6,97,69,1,8,16,11,111,74,3,4,17,7,50,64,30,2,14,4,43,57,4,4,18,9,48,66
06/03/2022,8,4,6,17,6,96,69,3,8,16,10,109,73,3,4,20,8,49,64,26,2,16,5,44,57,4,4,17,9,48,64
06/03/2022,9,11,4,19,7,93,69,8,8,21,9,108,73,9,4,29,8,50,64,33,2,15,5,44,57,9,2,21,9,48,63
06/03/2022,10,19,4,24,7,87,68,23,6,18,8,108,73,21,4,33,8,51,65,39,2,14,5,44,57,24,2,20,9,48,62
06/03/2022,11,43,4,24,7,84,67,41,6,11,8,107,72,39,4,22,8,52,67,44,4,10,5,44,58,40,2,17,8,48,62
06/03/2022,12,41,4,13,6,80,67,53,6,8,8,106,71,48,4,12,8,52,67,55,4,7,5,44,58,53,2,10,8,48,62
06/03/2022,13,53,4,9,5,78,66,78,6,6,8,105,71,69,4,10,8,52,67,80,4,6,5,44,57,84,4,7,7,49,63
06/03/2022,14,92,4,9,5,80,68,106,6,4,8,105,72,103,4,7,8,54,68,94,4,6,5,44,57,98,4,5,6,49,64
06/03/2022,15,106,6,8,5,81,69,101,6,4,7,105,72,107,4,7,7,55,69,108,4,5,4,44,58,107,4,5,5,50,65
06/03/2022,16,115,6,8,4,83,70,100,8,4,6,105,72,104,4,7,7,55,70,106,4,5,4,44,59,104,4,6,5,51,65
06/03/2022,17,117,6,9,4,81,71,90,8,6,5,105,72,71,6,8,6,55,70,88,4,5,3,44,59,76,4,6,4,51,66
06/03/2022,18,104,6,10,3,80,71,63,8,10,5,105,74,51,6,9,5,57,71,59,4,7,3,44,60,55,4,5,3,52,67
06/03/2022,19,76,6,14,3,80,73,43,8,12,5,105,74,41,6,13,5,57,72,67,4,10,3,45,61,47,4,7,3,52,67
06/03/2022,20,44,6,14,3,77,73,39,8,12,5,103,74,34,6,19,5,57,72,35,4,11,3,45,61,42,4,10,4,54,68
06/03/2022,21,27,6,18,4,80,73,27,8,14,4,104,75,29,6,14,5,58,72,33,4,10,3,45,61,37,4,8,4,54,68
06/03/2022,22,26,6,19,4,83,73,26,8,16,4,105,75,27,6,13,6,58,72,26,4,14,3,45,61,33,4,11,4,55,68
06/03/2022,23,24,6,18,4,83,73,21,8,20,4,104,75,21,6,15,6,58,72,26,4,13,3,45,62,26,4,18,4,55,68
06/03/2022,24,29,6,19,5,84,71,19,6,20,5,103,75,20,6,10,6,58,72,27,4,11,3,44,62,26,4,15,4,55,68
